DAT_DATA_SERVIZIO,COD_ANNO_STAGIONE,DES_ANNO_STAGIONE,DES_STAGIONALITA,DES_TIPOLOGIA_GIORNO,DES_PERIODICITA,FLG_ESCLUSIONE_STATISTICA,DES_MOTIVO_ESCLUSIONE
2016-07-13,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-14,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-15,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-16,16-EST,2016  Estivo (giugno -luglio),Estivo,Sabato,null,N,null
2016-07-17,16-EST,2016  Estivo (giugno -luglio),Estivo,Festivo,null,N,null
2016-07-18,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-19,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-20,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-21,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-22,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-23,16-EST,2016  Estivo (giugno -luglio),Estivo,Sabato,null,N,null
2016-07-24,16-EST,2016  Estivo (giugno -luglio),Estivo,Festivo,null,N,null
2016-07-25,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-26,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-27,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-28,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-29,16-EST,2016  Estivo (giugno -luglio),Estivo,Feriale Lun-Ven,null,N,null
2016-07-30,16-EST,2016  Estivo (giugno -luglio),Estivo,Sabato,null,N,null
2016-07-31,16-ago,2016 Agosto,Agosto,Festivo,null,N,null
2016-08-01,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-02,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-03,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-04,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-05,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-06,16-ago,2016 Agosto,Agosto,Sabato,null,N,null
2016-08-07,16-ago,2016 Agosto,Agosto,Festivo,null,N,null
2016-08-08,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-09,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-10,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-11,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-12,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-13,16-ago,2016 Agosto,Agosto,Sabato,null,N,null
2016-08-14,16-ago,2016 Agosto,Agosto,Festivo,null,N,null
2016-08-15,16-ago,2016 Agosto,Servizio Sospeso,Servizio Sospeso,null,S,Ferragosto
2016-08-16,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-17,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-18,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-19,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-20,16-ago,2016 Agosto,Agosto,Sabato,null,N,null
2016-08-21,16-ago,2016 Agosto,Agosto,Festivo,null,N,null
2016-08-22,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-23,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-24,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-25,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-26,16-ago,2016 Agosto,Agosto,Feriale Lun-Ven,null,N,null
2016-08-27,16-ago,2016 Agosto,Agosto,Sabato,null,N,null
2016-08-28,16-ago,2016 Agosto,Agosto,Festivo,null,N,null
2016-08-29,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-08-30,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-08-31,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-01,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-02,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-03,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Sabato,null,N,null
2016-09-04,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Festivo,null,N,null
2016-09-05,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-06,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-07,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-08,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-09,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Feriale Lun-Ven,null,N,null
2016-09-10,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Sabato,null,N,null
2016-09-11,16-EST-SET,2016 Estivo (settembre prescuola),Estivo,Festivo,null,N,null
2016-09-12,1617-INV,2016-17 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,null,N,null
2016-09-13,1617-INV,2016-17 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,null,N,null
2016-09-14,1617-INV,2016-17 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,null,N,null
2016-09-15,1617-INV,2016-17 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,null,N,null
2016-09-16,1617-INV,2016-17 Invernale 1 (ottobre-dicembre),Invernale,Feriale Lun-Ven,null,N,null
