COD_MATRICOLA_VEICOLO,DES_TARGA,DES_TARGA_PRECEDENTE,NUM_POSTI_A_SEDERE,NUM_POSTI_TOTALI_LIBRETTO,NUM_LUNGHEZZA_EFFETTIVA,NUM_MAX_CLASSE_DIMENSIONE,COD_DIMENSIONE,DES_DIMENSIONE,DES_CLASSE_DIMENSIONE,DES_NORMATIVA_INQUINANTI_CEE,COD_CARROZZERIA_MCTC,DES_CARROZZERIA_MCTC,COD_CATEGORIA_MCTC,DES_CATEGORIA_MCTC,COD_CLASSE_MCTC,DES_CLASSE_MCTC,COD_CLASSE_AMBIENTALE,DES_CLASSE_AMBIENTALE,COD_TIPO_PIANALE,DES_TIPO_PIANALE,COD_TIPO_VEICOLO,DES_TIPO_VEICOLO,COD_CARROZZERIA,DES_CARROZZERIA,COD_VERSIONE_CARROZZERIA,DES_VERSIONE_CARROZZERIA,COD_FAMIGLIA_BUS,DES_FAMIGLIA_BUS,DES_TIPO_PROPRIETA,COD_GRUPPO_VEICOLO,DES_GRUPPO_VEICOLO,COD_SCARL,DES_SCARL,COD_MARCA,DES_MARCA,COD_MODELLO,DES_MODELLO_MARCA,COD_ALIMENTAZIONE,DES_ALIMENTAZIONE,COD_STATO_VEICOLO_ATTUALE,DES_STATO_VEICOLO_ATTUALE,COD_USO_VEICOLO,DES_USO_VEICOLO,COD_ENTE_CONCEDENTE,DES_ENTE_CONCEDENTE,COD_LOTTO_CONTRATTO_BUS,DES_LOTTO_CONTRATTO_BUS,COD_DEPOSITO_BUS_ATTUALE,DES_DEPOSITO_BUS_ATTUALE,COD_DEPOSITO_BUS_ASSEGNATO,DES_DEPOSITO_BUS_ASSEGNATO,COD_SEDE_LAVORAZIONE_BUS,DES_SEDE_LAVORAZIONE_BUS,COD_PROPRIETARIO,DES_PROPRIETARIO,DES_TIPOLOGIA_PROPRIETARIO,COD_BACINO,COD_UNITA_PRODUTTIVA,COD_PRODOTTO_TRAZIONE,DES_PRODOTTO_TRAZIONE,COD_MOTORE,DAT_IMMATRICOLAZIONE,DAT_ENTRATA_SERVIZIO,DAT_USCITA_SERVIZIO,NUM_ANNI_ETA,DAT_ATTIVAZIONE_FULL_SERVICE,DAT_SCADENZA_FULL_SERVICE,DAT_INIZIO_CONTRATTO,DAT_FINE_CONTRATTO,DAT_ULTIMA_REVISIONE,DAT_SCADENZA_REVISIONE,DAT_SCADENZA_GARANZIA,DAT_ULTIMO_RIFORNIMENTO,DAT_ALIENAZIONE,DAT_AUT_ALIENAZIONE,FLG_VALIDITA,DAT_INIZIO_VALIDITA,DAT_FINE_VALIDITA,FLG_MOVIMENTO,NUM_KM_PROGR,IMP_PREZZO_ACQ,IMP_FINANZIAMENTO,IMP_VALORE_RESIDUO_ATT,FLG_LEASING,FLG_FULL_SERVICE
1043,BR802XX,null,45,71,11.95,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CM,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,01,RIBASSATO TOTALMENTE,L1,12M,16,MERCEDES BENZ,005,CITARO C1 OLD VERSION,04,INTERURBANO,PROPRIETA,221,TPE/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),MER,MERCEDES BENZ,014,O530 NU,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,31,SRM - RETI E MOBILITÀ S.R.L.,SB,Servizio Area Bologna,MDC,MEDICINA,MDC,MEDICINA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1,GASOLIO AUT.,0096,2001-01-15,2007-11-01,2024-01-19,25,null,null,null,null,2023-06-14,2024-06-30,2003-01-15,2023-12-11,2024-02-21,null,S,2019-07-01,2999-12-31,S,967725,200860.00,0.00,2858.70,N,N
1208,GB097AM,null,45,76,12.05,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,595/2009*64/2012A,CE,A UN PIANO E PIANALE RIBASSATO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,04,LOW ENTRY,M2,MI12,30,IVECO,010,CROSSWAY 12 LOW ENTRY,04,INTERURBANO,PROPRIETA',305,IVE/PAV - PROVINCIA PAVIA (EXTRA),F001,PROVINCIA MONZA E BRIANZA (SOTTORETE BRIANZA CENT),IVE,IVECO,040,CBLE4/00,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,53,AGENZIA PER TPL MI - MB - LO - PV,PX,Pavia Extraurbano,BRO,BRONI,BRO,BRONI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,PAV,UP PAVIA,1H,GASOLIO AUT/HVO,0196,2020-08-07,2020-09-10,null,5,2020-08-07,2032-08-06,null,null,2025-12-18,2026-12-31,2022-08-06,2026-07-13,null,null,S,2025-09-12,2999-12-31,S,272862,210000.00,0.00,108232.17,N,S
1503,GS972KS,null,22,23,7.54,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,null,null,M3,AUTOBUS,B,CLASSE B,E6,EURO6,null,null,C1,BUSSINO,30,IVECO,009,DAILY LINE,05,NOLEGGIO CON CONDUCENTE,LEASING,403,ORE/ADD - PROVINCIA CREMONA,D099,CITTA' METROPOLITANA MILANO (SERVIZIO DA NOLEGGIO),IVE,IVECO,068,65 C18,null,null,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,null,2024-06-21,2024-12-16,null,2,2024-12-21,2032-12-21,null,null,2026-04-15,2027-04-30,null,2026-07-15,null,null,S,2025-07-01,2999-12-31,S,58499,112750.00,0.00,88046.58,null,S
1505,GS973KS,null,22,23,7.54,8.00,01,CORTO,CORTO da 6.00 m a 8.00 m,null,null,null,M3,AUTOBUS,B,CLASSE B,E6,EURO6,null,null,C1,BUSSINO,30,IVECO,009,DAILY LINE,05,NOLEGGIO CON CONDUCENTE,LEASING,403,ORE/ADD - PROVINCIA CREMONA,D099,CITTA' METROPOLITANA MILANO (SERVIZIO DA NOLEGGIO),IVE,IVECO,068,65 C18,null,null,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,null,2024-06-21,2024-12-18,null,2,2024-12-21,2032-12-21,null,null,2025-07-11,2026-07-31,null,2026-07-01,null,null,S,2025-07-04,2999-12-31,S,55922,112750.00,0.00,88046.58,null,S
1526,BP555AK,null,55,85,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,21,PORTESI,null,null,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,001,370.12.25L,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,SCM,null,SCM,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0049,1987-05-14,1987-05-14,2007-07-13,39,null,null,null,null,2005-10-15,2005-11-14,null,2005-10-31,2007-07-13,null,S,2000-01-01,2999-12-31,S,973194,0.00,0.00,0.00,N,N
1561,AN660BA,null,56,57,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,05,DALLA VIA,002,DV16 C,04,INTERURBANO,PROPRIETÀ,024,INT/MSE - COMUNE MILANO,null,null,IVE,IVECO,001,370.12.25L,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,***,null,***,null,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,null,1,GASOLIO AUT.,0049,1984-01-01,1984-01-01,2007-04-24,42,null,null,null,null,null,1985-01-31,null,2005-09-15,2007-04-24,null,S,2000-01-01,2999-12-31,S,30521,0.00,0.00,0.00,N,N
1571,AL791EM,null,56,83,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE-B,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,05,DALLA VIA,003,DV39,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,null,null,IVE,IVECO,004,370.12.35,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,01,PROVINCIA DI CREMONA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0005,1995-10-24,1995-10-24,2012-12-31,30,null,null,null,null,2012-01-27,2013-01-31,null,2012-03-05,2014-12-18,2014-05-16,S,2000-01-01,2999-12-31,S,631000,135000.00,0.00,102870.00,N,N
1577,AL662EP,null,54,83,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE-B,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,20,PADANE,001,I-S.3/PI,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,null,null,SCA,SCANIA,002,LC4X2B,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,01,PROVINCIA DI CREMONA,PC,Provincia  Cremona,CRM,CREMA (PIP),CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0023,1996-04-01,1996-04-01,2013-06-10,30,null,null,null,null,2013-01-25,2014-01-31,null,2013-03-15,2014-12-18,2014-05-16,S,2000-01-01,2999-12-31,S,731000,138410.45,0.00,94921.88,N,N
1592,AR479ZM,null,56,71,11.98,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,null,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E0,EURO0,03,RIALZATO (PIANALE MAX 87 CM),null,null,21,PORTESI,null,null,04,INTERURBANO,PROPRIETÀ,003,INT/ADD - PROVINCIA CREMONA,null,null,VOL,VOLVO,001,B10M,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,PC,Provincia  Cremona,QTL,MILANO VIA QUINTILIANO,QTL,MILANO VIA QUINTILIANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0034,1991-01-01,1991-01-01,2010-03-17,35,null,null,null,null,2009-03-28,2010-03-31,null,2009-12-16,2010-03-17,2010-02-18,S,2000-01-01,2999-12-31,S,781113,51645.69,0.00,35418.61,N,N
1602,AZ445DA,null,44,68,11.44,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 92/97 CEE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,10,IKARUS EGYEDI,null,null,04,INTERURBANO,PROPRIETÀ,002,INT/MSE - CITTÀ MET MILANO (LOTTO4),D001,CITTA' METROPOLITANA MILANO (SOTTORETE SUDEST LT4),IKA,IKARUS,001,415.15 DAF,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,02,PROVINCIA DI MILANO,SE,Prov. Milano Lotto 4 - Sud Est,SZL,SAN ZENONE A/L,SZL,SAN ZENONE A/L,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,SES,UP MISE,1,GASOLIO AUT.,0026,1998-10-22,1998-10-22,2012-02-01,27,null,null,null,null,2011-10-28,2012-10-31,null,2012-01-26,2013-01-22,2011-12-06,S,2000-01-01,2999-12-31,S,523361,129114.22,0.00,78708.02,N,N
1604,BE837YG,null,51,79,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 91/542 CEE - B,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,10,IKARUS EGYEDI,null,null,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,null,null,IKA,IKARUS,004,E95 DAF,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,01,PROVINCIA DI CREMONA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0027,1999-08-31,1999-08-31,2012-12-31,26,null,null,null,null,2012-12-21,2013-12-31,null,2010-02-13,2014-12-17,2013-12-24,S,2000-01-01,2999-12-31,S,474500,165266.21,0.00,100746.28,N,N
1614,BR288XY,null,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,005,INT/PAV - PROVINCIA PAVIA (EXTRA),P101,PROVINCIA DI PAVIA (AMBITO EXTRAURBANO),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,PX,Pavia Extraurbano,PAV,PAVIA CAMPEGGI,PAV,PAVIA CAMPEGGI,PAV,PAVIA - STRADA CAMPEGGI 17,AGI,AUTOGUIDOVIE,INTERNA,PAV,UP PAVIA,1,GASOLIO AUT.,0053,2001-01-25,2001-01-25,2019-03-28,25,null,null,null,null,2018-04-04,2019-04-30,2003-01-25,2019-03-26,2019-03-28,2019-01-21,S,2018-04-01,2999-12-31,S,967122,175595.35,0.00,2215.44,N,N
1618,BS471JE,null,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO2 96/01,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E2,EURO2,03,RIALZATO (PIANALE MAX 87 CM),null,null,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),null,null,null,null,PC,Provincia  Cremona,OZN,ORZINUOVI,OZN,ORZINUOVI,null,null,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0053,2001-03-26,2001-03-26,2019-09-09,25,null,null,null,null,2019-05-31,2020-05-31,2003-03-26,2019-09-09,2019-12-31,null,S,2000-01-01,2999-12-31,S,863745,175595.35,0.00,2555.52,N,N
1628,CS834KP,null,49,68,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,072,INT/TOR - EXTRAURBANO,T001,TORINO (LOTTI CMT/AMP) - M.I.V.,MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,null,null,CAV,CAVOUR,null,null,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1H,GASOLIO AUT/HVO,0045,2004-12-01,2022-09-05,2024-09-01,21,null,null,2004-12-01,2017-11-25,2023-11-20,2024-11-30,2006-12-01,2024-05-31,null,null,S,2022-09-05,2999-12-31,S,1061274,193000.00,0.00,1852.78,N,N
1629,CS835KP,null,49,68,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,072,INT/TOR - EXTRAURBANO,T002,TORINO (LOTTI CMT/AMP),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,F,FUORI PARCO,null,null,null,null,null,null,GIA,GIAVENO,GIA,GIAVENO,CAV,CAVOUR - VIA ANTICA DI PINEROLO 63,CAV,CAVOURESE,INTERNA,TOR,null,1H,GASOLIO AUT/HVO,0045,2004-12-01,2022-09-05,null,21,null,null,2004-12-01,2017-11-30,2024-11-13,2025-11-30,2006-12-01,2025-05-26,null,null,S,2022-09-05,2999-12-31,S,856430,193000.00,0.00,1873.31,N,N
1647,DC528TY,null,49,77,12.00,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO3 2001/27 CE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E3,EURO3,03,RIALZATO (PIANALE MAX 87 CM),L1,12M,16,MERCEDES BENZ,002,INTEGRO,04,INTERURBANO,PROPRIETA,004,INT/ADD - PROVINCIA BERGAMO,A001,BERGAMO TRASPORTI SUD (AMBITO EXTRAURBANO),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,R,ROTTAMATO ( NO ASSICURAZIONE ),null,null,null,null,PB,Provincia di Bergamo,CGN,COLOGNO AL SERIO,CGN,COLOGNO AL SERIO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1,GASOLIO AUT.,0045,2006-07-20,2006-07-20,2022-05-27,19,null,null,2006-07-20,2018-09-20,2022-03-25,2023-03-31,2008-07-20,2022-05-16,2022-10-07,null,S,2018-04-14,2999-12-31,S,995113,193000.00,0.00,2436.64,N,N
1692,GB708KC,EA914SJ,49,71,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO5 2006/51/CEE,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E5,EURO5,03,RIALZATO (PIANALE MAX 87 CM),C2,CR12,16,MERCEDES BENZ,010,INTEGRO RESTYLING,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,010,O550 U,03,GASOLIO,O,SENZA TITOLO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,PND,PANDINO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0111,2010-03-09,2010-03-10,2026-04-30,16,null,null,2017-02-24,2025-09-23,2026-01-12,2027-01-31,2012-03-09,2026-04-28,null,null,S,2025-05-01,2999-12-31,S,889421,205014.77,0.00,2727.95,S,N
1700,GZ350FX,EX003JG,49,82,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),CT,CR12T,16,MERCEDES BENZ,017,INTOURO RESTYLING,04,INTERURBANO,PROPRIETA,103,EVO/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,024,O560 U,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CRM,CREMA (PIP),MGN,MILANO VIA MARIGNANO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0169,2014-09-13,2014-09-22,null,11,2014-09-13,2026-09-12,null,null,2026-07-08,2027-07-31,2016-09-13,2026-07-15,null,null,S,2000-01-01,2999-12-31,S,626610,199000.00,0.00,27622.34,N,S
1706,HD831GC,EX009JG,49,82,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),C2,CR12,16,MERCEDES BENZ,017,INTOURO RESTYLING,04,INTERURBANO,LEASING,103,EVO/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,024,O560 U,03,GASOLIO,O,SENZA TITOLO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CHV,CHIEVE,null,null,null,null,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0169,2014-09-13,2014-09-22,null,11,2014-09-13,2026-09-12,2014-09-13,2026-12-11,2026-06-10,2027-06-30,2016-09-13,2026-04-01,null,null,S,2000-01-01,2999-12-31,S,633323,199000.00,0.00,27622.34,S,S
1711,EZ999NV,null,50,85,12.14,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO6 595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),C2,CR12,16,MERCEDES BENZ,017,INTOURO RESTYLING,04,INTERURBANO,LEASING,103,EVO/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),MER,MERCEDES BENZ,024,O560 U,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,PND,PANDINO,PND,PANDINO,MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0169,2015-11-17,2015-12-19,null,10,2015-11-17,2027-11-16,2015-11-17,2028-02-27,2025-10-08,2026-10-31,2017-11-17,2026-07-14,null,null,S,2015-10-01,2999-12-31,S,576828,198200.00,0.00,51354.82,S,S
1733,GH338XN,null,51,80,12.10,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),CB,CR12B,30,IVECO,007,CROSSWAY 12 NORMAL FLOOR,04,INTERURBANO,PROPRIETA',303,IVE/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),IVE,IVECO,031,CBCW3/00,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,CLV,CALVENZANO,CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0196,2022-04-08,2022-06-01,null,4,2022-04-08,2034-04-07,null,null,2026-03-11,2027-03-31,null,2026-07-14,null,null,S,2022-06-02,2999-12-31,S,209383,217225.00,0.00,155451.10,N,S
1802,AF520ZY,null,55,85,11.98,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO1 91/542 CEE-A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E1,EURO1,03,RIALZATO (PIANALE MAX 87 CM),null,null,30,IVECO,003,TURBOCITY,04,INTERURBANO,PROPRIETA,221,TPE/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),IVE,IVECO,025,680.12.26,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,31,SRM - RETI E MOBILITÀ S.R.L.,SB,Servizio Area Bologna,MDC,MEDICINA,MDC,MEDICINA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1,GASOLIO AUT.,0162,1996-01-03,2012-05-14,2013-03-01,30,null,null,null,null,2012-10-25,2013-10-31,null,2013-02-04,2013-03-08,2013-05-06,S,2000-01-01,2999-12-31,S,770883,165000.00,0.00,113157.00,N,N
1803,AF519ZY,null,55,85,11.98,12.40,04,LUNGO,LUNGO da 11.30 m a 12.40 m,EURO1 91/542 CEE-A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E1,EURO1,03,RIALZATO (PIANALE MAX 87 CM),null,null,30,IVECO,003,TURBOCITY,04,INTERURBANO,PROPRIETA,221,TPE/BOL - COMUNE BOLOGNA,B001,TRASPORTI PUBBLICI BOLOGNESI (AMBITO EXTRAURBANO),IVE,IVECO,025,680.12.26,03,GASOLIO,V,VENDUTO ( NO ASSICURAZIONE ),01,PUBBLICO DI LINEA,31,SRM - RETI E MOBILITÀ S.R.L.,SB,Servizio Area Bologna,MDC,MEDICINA,MDC,MEDICINA,BOL,BOLOGNA - VIA DUE MADONNE 10,AGI,AUTOGUIDOVIE,INTERNA,BOL,UP BO,1,GASOLIO AUT.,0162,1996-01-03,2012-05-14,2013-03-01,30,null,null,null,null,2012-09-13,2013-09-30,null,2012-12-19,2013-03-08,2013-05-06,S,2000-01-01,2999-12-31,S,854000,165000.00,0.00,0.00,N,N
2202,GK149YG,ER911TM,59,96,14.05,15.00,07,SUPERLUNGO 3 ASSI,SUPERLUNGO 3 ASSI da 13.00 m a 15.00 m,EURO6 595/2009*64/2012A,CI,A UN PIANO,M3,AUTOBUS,II,CLASSE II,E6,EURO6,03,RIALZATO (PIANALE MAX 87 CM),B0,BG14,24,KASSBOHRER,001,MULTICLASS,04,INTERURBANO,PROPRIETA,003,INT/ADD - PROVINCIA CREMONA,C001,A.T.I. CREMONA (AMBITO EXTRAURBANO PROVINCIALE),SET,SETRA,010,S417UL,03,GASOLIO,E,ESERCIZIO,01,PUBBLICO DI LINEA,50,AGENZIA PER TPL CREMONA E MANTOVA,PC,Provincia  Cremona,MGN,MILANO VIA MARIGNANO,CRM,CREMA (PIP),MGN,MILANO - VIA MARIGNANO 77,AGI,AUTOGUIDOVIE,INTERNA,ADD,UP CREMA,1H,GASOLIO AUT/HVO,0065,2013-09-05,2013-09-11,null,12,null,null,2013-09-05,2025-12-30,2026-04-29,2027-04-30,2015-09-05,2026-05-19,null,null,S,2025-09-05,2999-12-31,S,554435,260000.00,0.00,25741.51,S,N
